Latitude,Longitude,Time
52.2571,-1.60057,04/09/2016 07:02:43
52.25712,-1.59851,04/09/2016 07:02:48
52.25722,-1.59654,04/09/2016 07:02:53
52.25731,-1.59449,04/09/2016 07:02:58
52.25733,-1.59245,04/09/2016 07:03:03
52.25723,-1.59044,04/09/2016 07:03:08
52.25726,-1.58839,04/09/2016 07:03:13
52.25721,-1.58643,04/09/2016 07:03:18
52.2572,-1.58487,04/09/2016 07:03:23
52.25725,-1.58418,04/09/2016 07:03:28
52.25718,-1.58328,04/09/2016 07:03:33
52.2571,-1.58173,04/09/2016 07:03:38
52.25701,-1.58003,04/09/2016 07:03:43
52.2569,-1.57815,04/09/2016 07:03:48
52.2568,-1.57625,04/09/2016 07:03:53
52.25665,-1.57399,04/09/2016 07:03:59
52.25648,-1.57207,04/09/2016 07:04:04
52.25631,-1.57017,04/09/2016 07:04:09
52.25615,-1.5683,04/09/2016 07:04:14
52.25599,-1.56658,04/09/2016 07:04:19
52.25611,-1.56547,04/09/2016 07:04:25
52.25622,-1.56465,04/09/2016 07:04:30
52.25588,-1.56418,04/09/2016 07:04:35
52.25513,-1.5633,04/09/2016 07:04:40
52.25432,-1.56239,04/09/2016 07:04:45
52.25351,-1.56141,04/09/2016 07:04:50
52.25276,-1.56045,04/09/2016 07:04:55
52.25212,-1.55962,04/09/2016 07:05:00
52.25148,-1.5591,04/09/2016 07:05:05
52.25071,-1.55887,04/09/2016 07:05:10
52.24982,-1.5589,04/09/2016 07:05:15
52.24897,-1.5588,04/09/2016 07:05:20
52.24825,-1.55846,04/09/2016 07:05:25
52.24794,-1.5582,04/09/2016 07:05:30
52.24803,-1.5579,04/09/2016 07:05:35
52.24808,-1.5577,04/09/2016 07:05:40
52.24813,-1.55755,04/09/2016 07:05:45
52.24817,-1.5574,04/09/2016 07:05:50
52.24822,-1.5572,04/09/2016 07:05:55
52.24826,-1.55707,04/09/2016 07:06:00
52.24827,-1.55702,04/09/2016 07:06:16
52.24827,-1.55697,04/09/2016 07:06:21
52.24828,-1.55695,04/09/2016 07:08:08
